#Country Name: Please see filename.

graphical_culture = westerngfx

color = { 231  181  12 }

revolutionary_colors = { 5  8  5 }


historical_idea_groups = {
	exploration_ideas
	"San Pio" "San Rafael" "San Raymundo" "San Ramon" "San Rosendo" "San Salvator" "San Sebastian" "San Sebastian y las Animas" "San Telmo" "San Trinidad y Joroe"
	"San Vicente Ferrer" "San Vincente" "San Yago a Horcajadas" "San Zenon" "Sancta Justa Rufina" Sanguineto "Santa Amalia" "Santa Ana" "Santa Barbara" "Santa Bibiana"
	"Santa Brigida" "Santa Casilda" "Santa Catalina" "Santa Cecilia" "Santa Clara" "Santa Cruz" "Santa Dorotea" "Santa Elena" "Santa Escolastica" "Santa Familia"
	"Santa Florentina" "Santa Gertrudis" "Santa Ines" "Santa Isabel" "Santa Jose y Ntra. Sra. de Begoyna" "Santa Justa" "Santa Leocadia" "Santa Levivate y Aniiniums"
	"Santa Lucia" "Santa Magdalena" "Santa Margarita" "Santa Maria" "Santa Maria de la Cabeza" "Santa Maria de Tezanos y las Animas" "Santa Maria Magdalena" "Santa Marta"
	"Santa Matilda" "Santa Monica" "Santa Natalia" "Santa Paula" "Santa Perpetua" "Santa Rita" "Santa Rosa" "Santa Rosalia" "Santa Rosalia de Palermo"
	"Santa Rosalia Golondrina" "Santa Rufina" "Santa Sabina" "Santa Susana" "Santa Tecla" "Santa Teresa" "Santa Teresa" "Santa Teresa de Jesus" "Santa Teresa de Napoles"
	"Santa Victoria" "Santa Isabel" Santiago "Santiago Apostol" "Santiago de America" "Santisima Trinidad" "Santisima Trinidad y Ntra. Sra. del Buen Fin"
	"Santisimo Sacramento" "Cristo de San Roman" "Santo Domingo" "Santo Tomas" "Santo Toribio de Mogrobejo" Sebastiana "Segunda Amistad" Selerais "Senora Sara"
	Septentrion Serio Serpadon Severno Sevillana Sirena Soberano Soberbio Sorpresa Susana Teresa Terrible Tetis Tigre "Tomas y Maria" Travela Tridente Trinidad
	Triunfante Triunfo Unicornio Valenciano Valiente Velasco Veloz "Veloz Pasajero" Vencendor Vengador Venganza Ventura Venus Victoria Victorioso Vigilante
	"Villa de Bilbao" Vincejo "Virgen de Soledad" "Virgen del Carmen" "Virgen del Rosario" Viva Vivaz Vivo Volador Volante Volario
}


army_names = {
	"Guardia Real" "Ejercito de $PROVINCE$"
}

fleet_names = {
	"Armada Real"	"Flota de $PROVINCE$"
}
